no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
388,1371462,SUMATERA BARAT,Swasta,RUMAH SAKIT NAILI DBS,"10,862","198,056","208,918",C
389,2072012,KEPULAUAN RIAU,Pemerintah,RSU TANJUNG PINANG,"19,178","189,573","208,751",C
390,1806013,LAMPUNG,Pemerintah,RSD MAYJEND HM. RYACUDU,"29,507","179,059","208,566",C
391,1571034,JAMBI,Pemerintah,RUMKIT BHAYANGKARA JAMBI,"36,578","171,277","207,855",C
392,3509138,JAWA TIMUR,Swasta,RSU KALIWATES PTPN XII JEMBER,"25,207","181,575","206,783",C
393,3516016,JAWA TIMUR,Pemerintah,RSUD SUMBERGLAGAH,"18,162","188,588","206,750",C
394,6301013,KALIMANTAN SELATAN,Pemerintah,RSUD H BOEJASIN PELAIHARI,"26,681","179,766","206,500",C
395,3209025,JAWA BARAT,Swasta,RS PERTAMINA KLAYAN,"15,900","190,279","206,179",C
396,7206012,SULAWESI TENGAH,Pemerintah,RSU MOKOPIDO TOLI-TOLI,"48,875","157,216","206,091",C
397,3404102,DIY,Swasta,RS PANTI RINI,"13,094","192,741","205,838",C
398,3504068,JAWA TIMUR,Pemerintah,RS BHAYANGKARA TULUNGAGUNG,"24,704","180,653","205,357",C
399,1371456,SUMATERA BARAT,Swasta,RSI SITI RAHMAH,"14,804","190,534","205,338",C
400,7173036,SULAWESI UTARA,Swasta,RS BETHESDA GMIM TOMOHON,"40,016","162,886","202,926",C
401,3302132,JAWA TENGAH,Swasta,RS ISLAM PURWOKERTO,"21,489","181,315","202,806",C
402,3175411,DKI JAKARTA,Swasta,RS DUTA INDAH,"25,637","176,941","202,578",C
403,1201016,SUMATERA UTARA,Pemerintah,RSU GUNUNG SITOLI,"61,693","140,567","202,260",C
404,3577074,JAWA TIMUR,Swasta,RS ISLAM SITI AISYAH,"24,842","177,363","202,205",C
405,3274064,JAWA BARAT,Swasta,RS PUTERA BAHAGIA,"20,501","181,704","202,205",C
406,3517021,JAWA TIMUR,Swasta,RS KRISTEN MOJOWARNO,"27,327","173,738","201,065",C
407,1371444,SUMATERA BARAT,Pemerintah,RSUD DR. RASIDIN PADANG,"12,308","187,996","200,304",C
408,3602022,BANTEN,Swasta,RS MISI LEBAK,"34,685","164,457","199,142",C
409,3307050,JAWA TENGAH,Swasta,RS ISLAM WONOSOBO,"26,966","171,615","198,581",C
410,3602012,BANTEN,Swasta,RS KARTINI,"25,372","173,192","198,564",C
411,3320021,JAWA TENGAH,Pemerintah,RS KUSTA KELET DONOREJO,"24,775","173,704","198,479",C
412,3320032,JAWA TENGAH,Swasta,RS SULTAN HADLIRIN JEPARA,"27,560","170,470","198,030",C
413,7317075,SULAWESI SELATAN,Pemerintah,RSUD BATARA GURU BELOPA,"43,459","154,096","197,555",C
414,3305103,JAWA TENGAH,Swasta,RSU PKU MUHAMMADIYAH SRUWENG,"31,176","166,231","197,407",C
415,3201094,JAWA BARAT,Swasta,RUMAH SAKIT IBU DAN ANAK ANNISA,"31,403","165,835","197,238",C
416,7372020,SULAWESI SELATAN,Swasta,RS FATIMA,"29,919","167,264","197,185",C
417,1211124,SUMATERA UTARA,Swasta,RS EFARINA ETAHAM,"39,434","157,480","196,919",C
418,3301108,JAWA TENGAH,Swasta,RSU AGHISNA MEDIKA KROYA,"25,546","170,934","196,480",C
419,1115012,NAD,Pemerintah,RSUD NAGAN RAYA,"49,079","146,749","195,829",C
420,9171032,PAPUA BARAT,Pemerintah,RSU SELE BE SOLU SORONG,"31,095","164,455","195,550",C
421,3372235,JAWA TENGAH,Swasta,RUMAH SAKIT MATA SOLO,"2,198","193,267","195,465",C
422,3578100,JAWA TIMUR,Swasta,RS ADI HUSADA KAPASARI,"8,536","186,092","194,628",C
423,1101015,NAD,Pemerintah,RSUD SIMEULUE,"33,327","161,177","194,504",C
424,3372191,JAWA TENGAH,Swasta,RSU TRIHARSI,"9,339","185,023","194,362",C
425,3209052,JAWA BARAT,Swasta,RS UNIVERSITAS MUHAMMADIYAH CIREBON,"36,085","158,226","194,311",C
426,5106026,BALI,Swasta,RS BANGLI MEDICAL CENTER,"17,716","176,434","194,150",C
427,6302014,KALIMANTAN SELATAN,Pemerintah,RSU KOTABARU,"19,672","174,394","194,066",C
428,3318064,JAWA TENGAH,Swasta,RS ISLAM PATI,"27,312","166,671","193,985",C
429,1174100,NAD,Pemerintah,RUMKIT TK IV LHOKSEUMAWE ACEH UTARA,"36,479","157,359","193,838",C
430,6409036,KALIMANTAN TIMUR,Pemerintah,RSUD KAB PENAJAM,"25,495","167,797","193,588",C
431,3302232,JAWA TENGAH,Swasta,RS HERMINA PURWOKERTO,"25,337","168,060","193,397",C
432,7318021,SULAWESI SELATAN,Swasta,RS FATIMA MAKALE,"28,647","164,730","193,377",C
433,3171791,DKI JAKARTA,Pemerintah,RSUD PESANGGRAHAN,"11,590","181,592","193,182",C
434,1671104,SUMATERA SELATAN,Swasta,RUMAH SAKIT PELABUHAN PALEMBANG,"18,386","174,688","193,074",C
435,3312306,JAWA TENGAH,Swasta,RS AMAL SEHAT,"28,473","164,380","192,853",C
436,1312024,SUMATERA BARAT,Pemerintah,RSUD PASAMAN BARAT,"23,483","168,996","192,479",C
437,3671124,BANTEN,Swasta,RSU MELATI,"26,491","165,568","192,059",C
438,3515030,JAWA TIMUR,Pemerintah,RS PUSDIK POLRI PORONG,"24,206","166,834","191,040",C
439,3516073,JAWA TIMUR,Pemerintah,RSUD BASOENI,"19,191","170,794","189,985",C
440,3175414,DKI JAKARTA,Pemerintah,RSU KECAMATAN CILINCING,"15,270","174,701","189,972",C
441,3523053,JAWA TIMUR,Swasta,RUMAH SAKIT NAHDLATUL ULAMA TUBAN,"22,780","167,107","189,888",C
442,7404012,SULAWESI TENGGARA,Pemerintah,BLUD RS BENYAMIN GULUH KAB.KOLAKA,"23,357","166,075","189,433",C
443,1306056,SUMATERA BARAT,Pemerintah,RSUD PADANG PARIAMAN,"10,240","179,178","189,418",C
444,7171083,SULAWESI UTARA,Swasta,RS ADVENT MANADO,"36,644","152,726","189,371",C
445,6101033,KALIMANTAN BARAT,Pemerintah,RSU PEMANGKAT,"33,929","155,338","189,268",C
446,5102046,BALI,Swasta,RSU KASIH IBU TABANAN,"5,768","183,404","189,172",C
447,6371094,KALIMANTAN SELATAN,Swasta,RSU SARI MULIA,"8,382","180,540","188,922",C
448,3275039,JAWA BARAT,Swasta,RS MASMITRA JATIMAKMUR,"14,335","173,881","188,262",C
449,3310405,JAWA TENGAH,Swasta,RSK BEDAH DIPONEGORO,"16,267","171,987","188,254",C
450,1213013,SUMATERA UTARA,Pemerintah,RSU TANJUNG PURA,"13,406","174,496","187,902",C
451,3171785,DKI JAKARTA,Pemerintah,RS BHAYANGKARA LEMDIKLAT POLRI,"11,424","176,431","187,855",C
452,6472130,KALIMANTAN TIMUR,Swasta,RS HERMINA SAMARINDA,"26,190","161,151","187,341",C
453,1604016,SUMATERA SELATAN,Pemerintah,RSUD LAHAT,"26,409","160,356","186,765",C
454,3208059,JAWA BARAT,Pemerintah,RSUD LINGGARJATI,"22,006","164,100","186,106",C
455,7314013,SULAWESI SELATAN,Pemerintah,RSU NENE MALLOMO,"28,121","157,907","186,028",C
456,7172014,SULAWESI UTARA,Swasta,RS BUDI MULIA BITUNG,"27,723","158,201","185,924",C
457,3516032,JAWA TIMUR,Swasta,RS SIDO WARAS,"17,059","168,757","185,816",C
458,1571163,JAMBI,Swasta,RSU BAITURRAHIM JAMBI,"26,200","159,478","185,680",C
459,1371457,SUMATERA BARAT,Swasta,RS MATA PADANG EYE CENTER,"6,671","178,512","185,183",C
460,3275035,JAWA BARAT,Swasta,RS SILOAM SENTOSA,"15,233","169,564","184,797",C
461,1805023,LAMPUNG,Swasta,RS YUKUM MEDICAL CENTRE,"33,408","151,018","184,431",C
462,3273453,JAWA BARAT,Swasta,RSK GINJAL NY RA HABIBIE,"9,119","175,170","184,289",C
463,3171632,DKI JAKARTA,Swasta,RS AGUNG,"14,566","169,577","184,143",C
464,2071015,KEPULAUAN RIAU,Swasta,RS SANTA ELISABETH BATAM,"21,816","161,110","182,930",C
465,7103015,SULAWESI UTARA,Pemerintah,RSU LIUN KENDAGE,"29,251","153,400","182,852",C
466,1275918,SUMATERA UTARA,Swasta,RUMAH SAKIT KHUSUS GINJAL RASYIDA,"4,873","177,951","182,824",C
467,7373064,SULAWESI SELATAN,Swasta,RS AT - MEDIKA,"39,968","142,670","182,638",C
468,3321033,JAWA TENGAH,Swasta,RS ISLAM NU DEMAK,"28,014","154,306","182,320",C
469,1407012,RIAU,Swasta,RS AWAL BROS UJUNG BATU,"22,923","159,216","182,139",C
470,3201240,JAWA BARAT,Swasta,RSIA JULIANA,"19,531","162,561","182,093",C
471,3328042,JAWA TENGAH,Swasta,RSU MITRA KELUARGA TEGAL,"20,160","161,725","181,885",C
472,3302165,JAWA TENGAH,Swasta,RSU ANANDA PURWOKERTO,"17,054","164,754","181,810",C
473,3374365,JAWA TENGAH,Swasta,RS HERMINA BANYUMANIK,"22,032","159,266","181,299",C
474,3314089,JAWA TENGAH,Pemerintah,RSUD DR. SOERATNO GEMOLONG,"21,898","158,817","180,715",C
475,6408025,KALIMANTAN UTARA,Pemerintah,RSUD KAB. NUNUKAN,"39,722","140,957","180,679",C
476,1404025,RIAU,Swasta,RS EFARINA,"44,146","135,487","179,633",C
477,7307014,SULAWESI SELATAN,Pemerintah,RSU SINJAI,"38,044","140,267","178,311",C
478,3305023,JAWA TENGAH,Swasta,RS PERMATA MEDIKA KEBUMEN,"20,073","156,850","176,925",C
479,6310015,KALIMANTAN SELATAN,Pemerintah,RSUD AMANAH HUSADA,"28,510","148,108","176,618",C
480,3275141,JAWA BARAT,Swasta,RS PERMATA BEKASI,"13,779","162,763","176,543",C
481,5202011,NTB,Pemerintah,RSU PRAYA,"31,400","144,989","176,389",C
482,1702015,BENGKULU,Pemerintah,RSUD CURUP,"28,283","148,006","176,289",C
483,3520041,JAWA TIMUR,Pemerintah,RSAU DR. EFRAM HARSANA,"15,855","160,275","176,130",C
484,6404021,KALIMANTAN TIMUR,Pemerintah,RSUD TANJUNG SELOR,"34,540","141,339","175,881",C
485,3202051,JAWA BARAT,Pemerintah,RSUD JAMPANG KULON,"35,572","140,184","175,778",C
486,3311027,JAWA TENGAH,Swasta,RS KHUSUS ORTHOPEDI KARIMA UTAMA,"36,296","139,203","175,499",C
487,1771036,BENGKULU,Swasta,RSU RAFFLESIA,"26,126","149,034","175,161",C
488,3578614,JAWA TIMUR,Swasta,RSK BEDAH BHAKTI RAHAYU,"13,291","161,799","175,090",C
489,7313012,SULAWESI SELATAN,Pemerintah,RS LAMADUKELLENG/ RSU LAMADUKELENG SENGKANG,"36,810","138,187","174,998",C
490,3208024,JAWA BARAT,Swasta,RS WIJAYA KUSUMAH,"33,409","141,241","174,953",C
491,3213045,JAWA BARAT,Swasta,RS PAMANUKAN MEDICAL CENTER (PMC),"29,533","145,325","174,858",C
492,1471382,RIAU,Swasta,RSU PEKANBARU MEDIKAL CENTER,"14,652","160,034","174,686",C
493,1274058,SUMATERA UTARA,Pemerintah,RS BHAYANGKARA TEBING TINGGI,"32,593","141,911","174,510",C
494,7373003,SULAWESI SELATAN,Swasta,RSU BINTANG LAUT PALOPO,"24,083","150,339","174,422",C
495,5107017,BALI,Swasta,RS BALIMED KARANGASEM,"29,185","144,812","173,997",C
496,3323050,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH,"34,414","139,100","173,514",C
497,3175181,DKI JAKARTA,Swasta,RS SUKMUL,"9,691","163,756","173,477",C
498,1275163,SUMATERA UTARA,Swasta,RS MALAHAYATI,"26,810","146,380","173,190",C
499,3271035,JAWA BARAT,Pemerintah,RSAU DR. M. HASSAN TOTO,"14,780","157,536","172,828",C
500,3525093,JAWA TIMUR,Swasta,RS FATHMA MEDIKA,"18,739","153,149","171,888",C
501,1275265,SUMATERA UTARA,Swasta,RSU SUNDARI MEDAN,"33,475","138,120","171,598",C
502,3304032,JAWA TENGAH,Swasta,RS ISLAM BANJARNEGARA,"35,893","135,397","171,290",C
503,6403052,KALIMANTAN TIMUR,Pemerintah,RS AJI BATARA SAKTI/ RSUD AJI BATARA AGUNG DEWA SAKTI,"24,818","146,366","171,184",C
504,3374367,JAWA TENGAH,Pemerintah,RS NASIONAL DIPONEGORO,"10,772","160,248","171,170",C
505,1205035,SUMATERA UTARA,Pemerintah,RSU DOLOK SANGGUL,"20,431","149,494","169,925",C
506,1204056,SUMATERA UTARA,Pemerintah,RSUD PANDAN,"16,294","153,576","169,870",C
507,1672074,SUMATERA SELATAN,Swasta,RS AR BUNDA PRABUMULIH,"50,393","119,460","169,853",C
508,5272003,NTB,Swasta,RUMAH SAKIT HARAPAN KELUARGA,"9,471","160,310","169,781",C
509,3216285,JAWA BARAT,Swasta,RS ST ELISABETH,"11,965","157,757","169,722",C
510,1471387,RIAU,Swasta,RSIA ZAINAB,"30,697","138,712","169,409",C
511,1771007,BENGKULU,Swasta,RS UMMI,"34,725","134,524","169,249",C
512,3518045,JAWA TIMUR,Pemerintah,RS BHAYANGKARA MOESTADJAB NGANJUK,"24,601","144,408","169,009",C
513,3212042,JAWA BARAT,Pemerintah,RS BHAYANGKARA INRAMAYU,"30,154","138,455","168,891",C
514,1501012,JAMBI,Pemerintah,RSU MAY H.A THALIB,"33,629","135,061","168,690",C
515,3302041,JAWA TENGAH,Swasta,RS SANTA ELIZABETH,"13,297","153,057","166,354",C
516,7317020,SULAWESI SELATAN,Swasta,RS PT INCO,"13,438","152,497","165,935",C
517,3216340,JAWA BARAT,Swasta,RS MEDIROSSA CIKARANG,"26,821","138,804","165,625",C
518,1373012,SUMATERA BARAT,Pemerintah,RSUD SAWAH LUNTO,"15,079","150,166","165,245",C
519,1304014,SUMATERA BARAT,Pemerintah,RSUD SIJUNJUNG,"14,651","150,569","165,220",C
520,1571045,JAMBI,Swasta,RS SANTA THERESIA,"21,710","143,205","164,915",C
521,3513026,JAWA TIMUR,Swasta,RSU WONOLANGAN,"26,793","137,773","164,566",C
522,3502123,JAWA TIMUR,Swasta,RS DARMAYU,"21,454","142,970","164,424",C
523,3172516,DKI JAKARTA,Swasta,RSU KARTIKA PULO MAS,"18,437","145,970","164,407",C
524,7373004,SULAWESI SELATAN,Swasta,RS ST. MADYANG,"39,290","124,315","163,605",C
525,6406012,KALIMANTAN UTARA,Pemerintah,RSUD KAB. MALINAU,"26,032","137,184","163,216",C
526,5203024,NTB,Swasta,RSI NAMIRA,"21,850","141,213","163,064",C
527,3510021,JAWA TIMUR,Swasta,RS PTP XII BAKTI HUSADA,"22,008","140,871","162,879",C
528,7174035,SULAWESI UTARA,Pemerintah,RSUD KOTA KOTAMOBAGU,"22,400","139,882","162,282",C
529,1471033,RIAU,Pemerintah,RS BHAYANGKARA PEKANBARU,"5,592","156,425","162,017",C
530,3207057,JAWA BARAT,Swasta,RSU DADI KELUARGA CIAMIS,"20,868","140,996","161,864",C
531,3172767,DKI JAKARTA,Swasta,RS KHUSUS MATA SMEC,733,"161,100","161,833",C
532,1601013,SUMATERA SELATAN,Pemerintah,RSUD DR. IBNU SUTOWO BATURAJA,"38,717","122,372","161,100",C
533,7403022,SULAWESI TENGGARA,Pemerintah,RSU KONAWE,"35,634","125,316","160,950",C
534,6371050,KALIMANTAN SELATAN,Pemerintah,RUMKIT TK III DR. SOEHARSONO,"31,782","128,694","160,476",C
535,6171067,KALIMANTAN BARAT,Pemerintah,RUMKIT BHAYANGKARA PONTIANAK,"15,567","144,800","160,368",C
536,3507248,JAWA TIMUR,Swasta,RS K BEDAH HASTA HUSADA,"15,064","143,708","158,772",C
537,2071056,KEPULAUAN RIAU,Swasta,RS CAMATHA SAHIDYA,"28,808","129,961","158,770",C
538,7209032,SULAWESI TENGAH,Pemerintah,RSU AMPANA,"32,060","126,381","158,441",C
539,2001045,KEPULAUAN RIAU,Swasta,RS BHAKTI TIMAH,"19,639","138,607","158,272",C
540,7504032,GORONTALO,Pemerintah,RSUD TOTO KABILA,"46,056","111,646","157,702",C
541,3508055,JAWA TIMUR,Swasta,RUMAH SAKIT DJATIROTO,"20,861","136,010","156,871",C
542,1311013,SUMATERA BARAT,Pemerintah,RSU SUNGAI DAREH,"26,428","129,753","156,181",C
543,1906014,BANGKA BELITUNG,Pemerintah,RSUD KAB. BELITUNG TIMUR,"22,701","132,890","155,591",C
544,3507099,JAWA TIMUR,Swasta,RS PRASETYA HUSADA,"16,487","139,064","155,551",C
545,7472002,SULAWESI TENGGARA,Swasta,RS SILOAM HOSPITALS BUTON,"22,582","132,602","155,295",C
546,1771002,BENGKULU,Pemerintah,RUMAH SAKIT UMUM DAERAH KOTA BENGKULU,"18,884","136,296","155,182",C
547,1971021,BANGKA BELITUNG,Pemerintah,RSUD DEPATI HAMZAH,"18,644","136,002","154,646",C
548,1212181,SUMATERA UTARA,Swasta,RSU MITRA MEDIKA,"23,910","130,704","154,614",C
549,1471394,RIAU,Swasta,RS MATA SMEC,"3,173","151,247","154,421",C
550,3274135,JAWA BARAT,Swasta,RSU SUMBER HURIP,"14,156","140,114","154,270",C
551,1503036,JAMBI,Pemerintah,RSUD PROF. DR. H.M. CHATIB QUSWAIN,"23,188","130,877","154,065",C
552,1771051,BENGKULU,Pemerintah,RUMKIT BHAYANGKARA JITRA BENGKULU,"30,892","122,964","153,856",C
553,3201231,JAWA BARAT,Swasta,RS SENTOSA,"27,311","126,254","153,565",C
554,3306104,JAWA TENGAH,Swasta,RS PALANG BIRU KUTOARJO,"20,755","132,444","153,199",C
555,3201196,JAWA BARAT,Swasta,RSU BUNDA MARGONDA,"9,839","142,287","152,126",C
556,7271051,SULAWESI TENGAH,Pemerintah,RS UMUM DAERAH MADANI,"27,326","124,353","151,679",C
557,5103038,BALI,Swasta,RS UMUM BALI JIMBARAN,"12,639","138,468","151,107",C
558,1205061,SUMATERA UTARA,Swasta,RS HKBP BALIGE,"28,615","122,337","150,952",C
559,6402041,KALIMANTAN TIMUR,Pemerintah,RS HARAPAN INSAN SENDAWAR,"32,778","117,596","150,374",C
560,3502134,JAWA TIMUR,Swasta,RSU MUHAMMADIYAH PONOGORO,"23,241","126,845","150,086",C
561,3524042,JAWA TIMUR,Pemerintah,RSUD NGIMBANG,"26,418","123,594","150,080",C
562,3471030,DIY,Pemerintah,RUMKIT DKT DR. SOETARTO,"8,341","141,738","150,079",C
563,3604035,BANTEN,Swasta,RS BUDIASIH,"17,264","132,508","149,772",C
564,3305092,JAWA TENGAH,Swasta,RS PURBOWANGI,"12,904","136,576","149,482",C
565,3404168,DIY,Pemerintah,RSUD PRAMBANAN,"14,291","135,162","149,454",C
566,3173105,DKI JAKARTA,Swasta,RSU BUDI KEMULIAAN,"42,655","106,760","149,415",C
567,3272025,JAWA BARAT,Pemerintah,RS SECAPA POLRI,"32,109","117,269","149,401",C
568,1673031,SUMATERA SELATAN,Pemerintah,RSUD BESEMAH KOTA PAGAR ALAM,"19,705","129,523","149,228",C
569,1803010,LAMPUNG,Pemerintah,RSUD PRINGSEWU,"20,970","128,038","149,115",C
570,1402012,RIAU,Pemerintah,RSU INDRASARI RENGAT,"23,049","125,989","149,038",C
571,1672015,SUMATERA SELATAN,Pemerintah,RSUD PRABUMULIH,"28,421","120,134","148,555",C
572,1871176,LAMPUNG,Pemerintah,RS JIWA PROVINSI LAMPUNG,"2,961","145,271","148,233",C
573,3674004,BANTEN,Swasta,RS PERMATA PAMULANG,"10,918","135,436","146,354",C
574,6405011,KALIMANTAN TIMUR,Pemerintah,RSUD DR. ABDUL RIVAI BERAU,"28,566","117,542","146,108",C
575,6104014,KALIMANTAN BARAT,Pemerintah,RSU DR RUBINI MEMPAWAH,"22,626","123,278","145,904",C
576,3214033,JAWA BARAT,Swasta,RSU ASRI,"46,682","99,033","145,715",C
577,1674010,SUMATERA SELATAN,Pemerintah,RSU DR. SOBIRIN MUSIRAWAS,"25,164","119,916","145,080",C
578,7102062,SULAWESI UTARA,Swasta,RS HERMANA,"24,804","119,888","144,692",C
579,3172748,DKI JAKARTA,Swasta,RSU ALIA HOSPITAL,"33,985","110,416","144,401",C
580,3275207,JAWA BARAT,Swasta,RS GRAHA JUANDA,"16,127","128,156","144,283",C
581,9171010,PAPUA BARAT,Pemerintah,RSUD SORONG,"31,123","112,275","143,398",C
582,1210010,SUMATERA UTARA,Pemerintah,RSU SIDIKALANG,"32,171","111,067","143,238",C
583,3509136,JAWA TIMUR,Swasta,RS CITRA HUSADA JEMBER,"18,413","124,160","142,593",C
584,6305010,KALIMANTAN SELATAN,Pemerintah,RSU DATU SANGGUL RANTAU,"18,340","124,010","142,355",C
585,5310012,NTT,Pemerintah,RSU DR TC HILLERS MAUMERE,"24,835","117,333","142,173",C
586,1212093,SUMATERA UTARA,Swasta,RS SARI MUTIARA LUBUK PAKAM,"14,576","127,348","141,924",C
587,3576051,JAWA TIMUR,Swasta,RS HASANAH MUHAMMADIYAH,"17,725","124,062","141,787",C
588,3172590,DKI JAKARTA,Swasta,RS YADIKA,"14,470","127,105","141,576",C
589,7471070,SULAWESI TENGGARA,Pemerintah,RS BHAYANGKARA KENDARI,"17,905","123,425","141,330",C
590,3172301,DKI JAKARTA,Swasta,RSK BEDAH RAWAMANGUN,"11,417","129,887","141,304",C
591,1471091,RIAU,Pemerintah,RSUD PETALA BUMI,"8,821","132,287","141,110",C
592,1805024,LAMPUNG,Swasta,RS ISLAM ASY-SYIFAA BANDAR JAYA,"19,574","121,389","140,964",C
593,3576076,JAWA TIMUR,Swasta,RS EMMA,"16,348","124,236","140,584",C
594,1116011,NAD,Pemerintah,RSUD TEUKU UMAR,"25,927","114,456","140,383",C
595,6371046,KALIMANTAN SELATAN,Swasta,RS ISLAM BANJARMASIN,"18,679","121,631","140,310",C
596,1410043,RIAU,Pemerintah,RSUD KAB. KEPULAUAN MERANTI,"18,371","119,559","139,704",C
597,1671024,SUMATERA SELATAN,Swasta,RS PERTAMINA PLAJU,"12,743","126,827","139,580",C
598,1502014,JAMBI,Pemerintah,RSUD KOLONEL ABUNDJANI/BANGKO,"30,856","108,187","139,043",C
599,1308010,SUMATERA BARAT,Pemerintah,RSUD DR ACHMAD DARWIS,"12,640","126,144","138,784",C
600,3171746,DKI JAKARTA,Swasta,RSIA AULIA,"31,676","106,987","138,663",C
601,1602014,SUMATERA SELATAN,Pemerintah,RSU KAYUAGUNG,"22,287","116,003","138,290",C
602,7371051,SULAWESI SELATAN,Pemerintah,RS KHUSUS MATA MASYARAKAT,0,"138,138","138,138",C
603,1871026,LAMPUNG,Pemerintah,RUMKIT TK IV BANDAR LAMPUNG,"26,157","111,334","137,491",C
604,3401052,DIY,Pemerintah,RSUD NYI AGENG SERANG,"15,004","122,321","137,325",C
605,1703016,BENGKULU,Pemerintah,RSU ARGA MAKMUR,"27,898","109,394","137,292",C
606,3311225,JAWA TENGAH,Pemerintah,RSU PKU MUHAMMADIYAH SUKOHARJO,"16,480","120,733","137,213",C
607,6107010,KALIMANTAN BARAT,Pemerintah,RSU ADE MOEHAMAD DJOEN SINTANG,"35,185","101,667","136,852",C
608,1275692,SUMATERA UTARA,Swasta,RS PERMATA BUNDA,"23,295","113,446","136,811",C
609,6372017,KALIMANTAN SELATAN,Swasta,RSU SYIFA MEDIKA,"14,473","121,575","136,048",C
610,3671032,BANTEN,Pemerintah,RSUP DR. SITANALA TANGERANG,"18,107","117,484","135,631",C
611,1117025,NAD,Pemerintah,RSUD MUYANG KUTE REDELONG BENER MERIAH,"33,440","101,952","135,393",C
612,7172036,SULAWESI UTARA,Pemerintah,RSU BITUNG,"24,626","110,533","135,159",C
613,1203022,SUMATERA UTARA,Pemerintah,RSU PANYABUNGAN,"24,862","110,220","135,082",C
614,3276153,JAWA BARAT,Swasta,RSU CITRA ARAFIQ,"30,781","104,277","135,058",C
615,5171216,BALI,Pemerintah,RS TRIJATA POLDA BALI,"8,803","125,279","134,199",C
616,1371466,SUMATERA BARAT,Swasta,RSU HERMINA PADANG,"7,780","126,285","134,066",C
617,3303101,JAWA TENGAH,Swasta,RSU SIAGA MEDIKA PURBALINGGA,"28,269","105,675","133,944",C
618,1671343,SUMATERA SELATAN,Swasta,RS AR-RASYID PALEMBANG,"26,380","106,940","133,321",C
619,5104023,BALI,Swasta,RSU PREMAGANA,"17,798","115,459","133,257",C
620,1701014,BENGKULU,Pemerintah,RSUD HASANUDIN DAMRAH MANNA,"26,866","106,288","133,154",C
621,3173645,DKI JAKARTA,Swasta,RSU MENTENG MITRA AFIA,"9,092","123,558","132,650",C
622,1407011,RIAU,Pemerintah,RSUD ROKAN HULU,"20,001","112,484","132,485",C
623,3213021,JAWA BARAT,Swasta,RS PTP VIII SUBANG,"21,534","110,900","132,434",C
624,1277011,SUMATERA UTARA,Pemerintah,RSUD PADANG SIDEMPUAN,"18,998","113,365","132,363",C
625,5108064,BALI,Swasta,RS PARAMA SIDHI,"16,518","115,498","132,016",C
626,3578593,JAWA TIMUR,Swasta,RSIA PURA RAHARJA,"19,482","111,613","131,095",C
627,3216351,JAWA BARAT,Swasta,RS KARTIKA HUSADA,"24,216","106,865","131,082",C
628,7271040,SULAWESI TENGAH,Swasta,RS WOODWARD,"28,988","101,746","130,738",C
629,6106020,KALIMANTAN BARAT,Swasta,RSIA FATIMA KETAPANG,"39,798","90,917","130,715",C
630,1213035,SUMATERA UTARA,Swasta,RS PERTAMINA P BRANDAN,"27,427","103,101","130,530",C
631,3174453,DKI JAKARTA,Swasta,RSU CINTA KASIH TZU CHI,"18,390","111,801","130,191",C
632,1172016,NAD,Pemerintah,RSU SABANG,"12,912","117,054","129,967",C
633,8171026,MALUKU,Pemerintah,RUMKIT TK.III JA. LATUMETEN,"20,319","109,594","129,914",C
634,1218024,SUMATERA UTARA,Swasta,RSU MELATI,"31,980","97,883","129,863",C
635,3507204,JAWA TIMUR,Swasta,RSI GONDANGLEGI,"10,867","118,572","129,439",C
636,8201010,MALUKU UTARA,Pemerintah,RSU TOBELO,"30,600","97,843","128,443",C
637,3504045,JAWA TIMUR,Swasta,RSU ISLAM ORPEHA,"13,320","115,052","128,372",C
638,3515136,JAWA TIMUR,Swasta,RS MATA FATMA,"1,323","126,749","128,072",C
639,1102027,NAD,Pemerintah,RSUD KOTA SUBULUSSALAM,"35,593","91,722","127,621",C
640,5208002,NTB,Pemerintah,RSU TANJUNG,"20,850","106,399","127,249",C
641,5315002,NTT,Swasta,SILOAM HOSPITAL LABUAN BAJO,"22,707","104,287","126,995",C
642,3216423,JAWA BARAT,Swasta,RS KARTIKA HUSADA JATI ASIH,"16,986","109,719","126,705",C
643,3275053,JAWA BARAT,Swasta,RS TAMAN HARAPAN BARU,"23,475","103,030","126,505",C
644,3573250,JAWA TIMUR,Swasta,RSIA PURI BUNDA,"33,979","92,394","126,493",C
645,7171061,SULAWESI UTARA,Pemerintah,RS BHAYANGKARA MANADO,"22,239","104,193","126,432",C
646,7203016,SULAWESI TENGAH,Pemerintah,RSUD MOROWALI,"23,834","101,733","125,567",C
647,3172050,DKI JAKARTA,Pemerintah,RS PUSDIKKES,"14,152","111,221","125,374",C
648,1275633,SUMATERA UTARA,Swasta,RS MARTHA FRISKA,"16,906","108,418","125,324",C
649,7271132,SULAWESI TENGAH,Swasta,RS SAMARITAN,"22,972","101,948","124,920",C
650,3277018,JAWA BARAT,Swasta,RS MITRA ANUGRAH LESTARI,"11,930","112,924","124,854",C
651,5171192,BALI,Swasta,RS PRIMA MEDIKA,"6,796","118,021","124,817",C
652,6474033,KALIMANTAN TIMUR,Swasta,RS AMALIA BONTANG,"19,443","104,997","124,440",C
653,7105116,SULAWESI UTARA,Swasta,RS KALOORAN,"39,447","84,776","124,223",C
